years_experience,skills_match,country,job_type,education,company_size,num_applications,got_offer
7,0,Germany,remote,self-taught,medium,34,0
7,1,Netherlands,hybrid,phd,medium,46,0
0,1,Spain,onsite,phd,large,40,0
11,2,Lithuania,remote,master,large,6,1
2,5,UK,remote,master,large,28,0
9,0,Spain,hybrid,self-taught,large,3,0
8,1,Poland,onsite,bachelor,medium,31,0
4,0,Lithuania,remote,phd,small,16,0
5,4,Spain,onsite,master,medium,17,0
3,6,Spain,hybrid,phd,medium,44,0
9,7,USA,remote,bootcamp,medium,27,1
1,9,UK,onsite,phd,medium,24,0
10,0,Ukraine,hybrid,bachelor,large,20,0
7,6,Poland,hybrid,bachelor,small,32,1
10,4,Netherlands,remote,phd,medium,35,1
12,9,USA,onsite,bootcamp,medium,13,1
5,0,Lithuania,remote,bachelor,small,48,0
4,2,UK,remote,master,large,43,0
8,6,Netherlands,onsite,phd,medium,20,1
0,9,USA,onsite,bootcamp,large,48,0
4,0,UK,onsite,master,medium,2,0
5,6,Ukraine,hybrid,phd,medium,4,1
4,4,Poland,hybrid,bootcamp,small,27,0
5,0,Germany,onsite,master,small,25,0
5,0,Ukraine,hybrid,bachelor,large,4,0
6,0,Germany,remote,phd,medium,32,0
3,10,Lithuania,onsite,phd,large,17,1
13,8,Germany,remote,bachelor,small,1,1
10,10,USA,onsite,self-taught,small,33,1
13,2,Lithuania,remote,master,small,30,0
13,4,Netherlands,onsite,bachelor,small,5,1
13,10,Ukraine,remote,phd,small,12,1
14,9,Ukraine,onsite,master,large,38,1
7,8,Poland,onsite,master,large,32,1
6,5,Lithuania,hybrid,self-taught,small,38,0
8,8,Netherlands,remote,phd,medium,17,1
6,7,Ukraine,hybrid,bootcamp,medium,45,0
2,7,Lithuania,remote,self-taught,medium,40,1
2,0,Spain,hybrid,self-taught,medium,32,0
14,8,Spain,onsite,bootcamp,medium,24,1
7,5,Lithuania,hybrid,bootcamp,small,12,0
4,8,Ukraine,hybrid,self-taught,large,47,0
3,2,UK,onsite,master,small,31,0
7,2,Germany,hybrid,bachelor,medium,19,0
14,5,Spain,onsite,bachelor,medium,29,1
5,8,UK,remote,self-taught,large,21,1
1,6,UK,hybrid,master,small,26,0
3,2,Poland,onsite,bootcamp,large,28,0
11,2,Netherlands,onsite,self-taught,medium,17,0
10,1,USA,hybrid,phd,medium,9,1
3,8,Spain,remote,master,large,21,0
14,2,Lithuania,hybrid,phd,medium,34,1
5,10,Germany,onsite,phd,small,11,1
5,4,USA,remote,self-taught,medium,20,0
0,8,Netherlands,hybrid,master,medium,49,0
13,7,UK,onsite,phd,small,47,1
7,1,Netherlands,hybrid,master,medium,39,0
5,2,Ukraine,remote,bachelor,large,16,0
2,1,Spain,remote,phd,large,29,0
13,7,Netherlands,remote,phd,medium,1,1
8,5,Netherlands,remote,master,small,18,1
1,5,Germany,remote,bachelor,small,22,0
14,8,Ukraine,hybrid,phd,large,8,1
10,7,Ukraine,remote,self-taught,medium,7,1
7,3,UK,remote,master,small,25,0
9,3,Germany,onsite,master,small,30,1
2,8,Germany,remote,phd,large,34,1
12,0,Lithuania,onsite,bachelor,large,44,0
11,1,Netherlands,onsite,phd,small,48,0
4,1,Netherlands,onsite,bootcamp,large,41,0
5,5,Ukraine,hybrid,phd,small,11,1
9,3,Netherlands,hybrid,bootcamp,medium,15,1
5,10,Poland,onsite,self-taught,large,35,1
3,9,Germany,hybrid,master,large,23,1
2,2,USA,remote,master,medium,45,0
3,2,Ukraine,hybrid,bachelor,small,21,0
0,2,Spain,remote,phd,small,28,0
3,5,Ukraine,remote,self-taught,large,13,0
0,7,UK,hybrid,bootcamp,small,34,0
11,10,USA,hybrid,bachelor,small,38,1
14,6,UK,onsite,self-taught,medium,6,1
0,3,Lithuania,hybrid,self-taught,medium,44,0
9,10,Lithuania,hybrid,bootcamp,medium,4,1
13,3,UK,hybrid,bootcamp,large,5,0
5,10,Netherlands,remote,master,medium,40,1
4,9,USA,remote,phd,medium,6,1
13,10,Netherlands,remote,bachelor,small,21,1
10,10,Ukraine,onsite,phd,medium,28,1
14,10,Poland,onsite,bachelor,large,3,1
3,1,Lithuania,onsite,self-taught,medium,23,0
12,0,Lithuania,remote,bootcamp,large,8,0
10,8,USA,hybrid,bootcamp,small,19,1
2,1,Lithuania,onsite,self-taught,small,11,0
0,7,Poland,onsite,self-taught,medium,10,0
5,8,Poland,remote,bachelor,small,28,1
1,3,Poland,onsite,self-taught,medium,20,0
7,7,Spain,hybrid,bachelor,small,44,1
9,8,Poland,remote,phd,large,28,1
4,9,Poland,remote,bootcamp,small,29,1
6,9,Spain,hybrid,bootcamp,medium,8,1
9,4,Netherlands,hybrid,bootcamp,medium,19,0
11,6,Ukraine,hybrid,phd,medium,48,1
1,9,Germany,onsite,phd,large,21,0
12,3,Lithuania,hybrid,master,small,18,1
7,0,Poland,remote,bachelor,medium,9,0
1,2,Lithuania,hybrid,bachelor,large,4,0
3,4,USA,remote,master,large,41,1
0,2,Lithuania,remote,bootcamp,large,25,0
14,10,UK,onsite,bachelor,small,34,1
4,6,Netherlands,hybrid,bachelor,small,9,0
8,8,Ukraine,onsite,bootcamp,small,9,0
0,5,Spain,hybrid,self-taught,large,18,0
8,9,Lithuania,hybrid,self-taught,small,11,1
10,0,Lithuania,hybrid,master,medium,13,0
14,6,Lithuania,hybrid,phd,large,38,1
7,2,Germany,hybrid,bachelor,small,9,0
5,4,Germany,remote,bachelor,large,16,0
6,9,USA,remote,master,large,4,1
2,3,Spain,hybrid,master,small,34,0
13,9,Lithuania,remote,bachelor,large,7,1
14,4,Lithuania,onsite,bootcamp,small,15,1
0,4,Lithuania,onsite,bootcamp,small,38,0
4,5,Lithuania,onsite,phd,small,11,0
13,9,Germany,hybrid,bachelor,large,32,1
11,9,Netherlands,hybrid,bachelor,large,27,1
11,10,Netherlands,remote,bachelor,small,30,1
1,5,USA,remote,bachelor,large,17,0
13,7,UK,remote,master,small,36,1
4,7,Poland,onsite,self-taught,medium,19,1
7,10,Spain,onsite,bachelor,large,7,1
10,8,Netherlands,onsite,self-taught,large,43,1
8,7,UK,onsite,bootcamp,medium,45,1
1,10,Ukraine,remote,phd,medium,21,1
11,1,Ukraine,hybrid,bootcamp,medium,28,0
2,9,Lithuania,hybrid,bachelor,small,3,1
2,10,Ukraine,onsite,bootcamp,small,14,0
0,0,Netherlands,hybrid,master,medium,2,0
7,9,USA,hybrid,self-taught,small,29,1
5,1,Poland,hybrid,bachelor,large,18,0
11,1,Netherlands,onsite,master,medium,37,0
12,2,USA,remote,self-taught,large,45,0
7,9,Ukraine,remote,master,small,45,1
10,6,Germany,hybrid,bootcamp,medium,24,0
8,1,Poland,remote,bachelor,small,46,0
4,0,USA,remote,bootcamp,large,12,0
13,5,UK,onsite,phd,small,45,1
11,8,Netherlands,onsite,bachelor,large,32,1
13,2,Germany,hybrid,bootcamp,small,18,1
2,5,UK,hybrid,bachelor,large,13,0
4,2,USA,hybrid,self-taught,small,4,0
4,0,USA,onsite,bachelor,medium,23,0
4,4,Ukraine,remote,bachelor,medium,10,0
2,9,UK,onsite,self-taught,small,5,1
10,10,Netherlands,onsite,bootcamp,large,40,1
13,3,Poland,remote,bachelor,small,14,1
9,6,Germany,remote,master,medium,34,1
13,5,Ukraine,hybrid,bachelor,large,28,0
3,9,Lithuania,remote,bootcamp,small,8,1
8,6,Spain,remote,self-taught,small,16,1
12,4,Poland,remote,bootcamp,large,31,1
9,3,Ukraine,remote,phd,small,7,0
8,6,Germany,hybrid,bachelor,medium,3,1
1,6,UK,hybrid,bachelor,medium,29,0
7,5,USA,remote,self-taught,large,36,1
7,7,UK,remote,bachelor,small,39,1
6,3,Ukraine,hybrid,master,small,4,0
7,9,Germany,hybrid,master,medium,9,1
13,4,UK,remote,bootcamp,large,17,1
2,3,UK,onsite,self-taught,large,49,0
12,0,Spain,hybrid,phd,large,20,0
5,7,Netherlands,hybrid,bootcamp,medium,14,1
0,0,Ukraine,hybrid,self-taught,medium,46,0
6,4,Spain,remote,self-taught,large,29,1
14,5,Ukraine,remote,bootcamp,large,13,1
14,5,Lithuania,hybrid,bootcamp,small,36,1
0,4,Lithuania,remote,bachelor,small,45,0
8,2,Spain,remote,phd,large,17,0
0,4,Poland,hybrid,master,medium,47,0
0,7,Poland,remote,bachelor,medium,43,0
14,1,UK,onsite,self-taught,small,4,0
6,5,UK,remote,phd,large,20,1
1,8,USA,remote,phd,medium,11,1
13,7,Lithuania,hybrid,bootcamp,medium,42,1
4,10,Ukraine,hybrid,phd,medium,22,1
7,7,USA,onsite,phd,medium,45,1
7,7,Lithuania,remote,self-taught,small,8,1
2,6,Spain,onsite,bachelor,medium,28,0
6,7,Poland,onsite,phd,medium,45,1
2,5,UK,hybrid,bootcamp,large,41,0
5,1,Poland,remote,bachelor,large,30,0
5,1,Spain,hybrid,bootcamp,small,33,0
2,7,USA,onsite,phd,small,33,0
6,10,USA,onsite,bachelor,small,47,1
2,0,Germany,hybrid,phd,small,36,0
7,5,UK,hybrid,self-taught,medium,27,1
9,5,UK,hybrid,bachelor,large,20,1
3,10,Ukraine,hybrid,bootcamp,medium,33,1
14,3,UK,hybrid,self-taught,medium,25,1
14,10,Lithuania,onsite,master,medium,44,1
12,10,USA,hybrid,bootcamp,large,43,1
0,9,Spain,remote,phd,small,19,1
3,2,USA,onsite,bootcamp,small,47,0
13,10,Poland,onsite,master,large,21,1
6,2,Lithuania,remote,bootcamp,large,42,0
10,0,UK,remote,self-taught,small,33,0
3,2,Ukraine,onsite,bootcamp,medium,3,0
12,3,Ukraine,hybrid,bachelor,small,14,0
5,10,Ukraine,onsite,master,large,15,1
8,10,Netherlands,onsite,bootcamp,small,33,1
0,4,Germany,remote,master,small,42,0
12,2,Lithuania,onsite,self-taught,small,22,1
4,5,Poland,hybrid,bachelor,large,1,0
10,10,UK,remote,phd,large,31,1
6,4,Poland,onsite,bootcamp,small,47,0
0,2,Poland,onsite,self-taught,small,35,0
13,5,UK,hybrid,master,medium,20,1
3,5,Poland,onsite,master,medium,32,0
5,7,Ukraine,onsite,self-taught,small,12,0
1,1,Spain,onsite,bootcamp,large,16,0
9,0,Germany,onsite,phd,medium,8,0
4,3,Netherlands,hybrid,bootcamp,small,14,0
10,6,Poland,onsite,bachelor,medium,18,1
9,10,Poland,onsite,bootcamp,medium,30,1
0,9,USA,onsite,bachelor,medium,33,0
5,2,Germany,remote,master,large,34,0
5,2,Lithuania,hybrid,bachelor,small,44,0
12,4,Germany,remote,phd,large,49,1
14,4,Germany,remote,self-taught,large,34,0
14,9,UK,hybrid,bachelor,medium,49,1
3,2,UK,remote,bootcamp,small,7,0
12,8,UK,remote,bachelor,medium,6,1
7,3,Netherlands,remote,master,large,6,0
3,2,Ukraine,hybrid,bachelor,large,22,0
7,10,Germany,onsite,phd,small,8,1
14,1,Netherlands,hybrid,bachelor,large,37,0
12,9,Poland,hybrid,phd,large,15,1
7,10,UK,hybrid,bootcamp,small,26,1
4,8,Poland,remote,master,medium,39,1
12,3,UK,onsite,self-taught,small,3,1
14,2,Spain,hybrid,bootcamp,large,10,1
3,6,Netherlands,hybrid,bootcamp,small,3,0
11,7,Netherlands,onsite,self-taught,medium,30,1
12,10,Ukraine,onsite,bachelor,large,46,1
1,1,Lithuania,onsite,bachelor,medium,22,0
10,6,USA,remote,bachelor,medium,3,1
14,4,Germany,onsite,master,small,1,1
2,10,Lithuania,remote,bootcamp,medium,33,1
2,4,Netherlands,hybrid,phd,small,19,0
3,2,Lithuania,remote,self-taught,small,36,0
3,4,Spain,onsite,bootcamp,medium,34,0
9,1,USA,remote,bachelor,small,31,0
10,3,Ukraine,onsite,self-taught,small,43,0
10,5,Netherlands,remote,phd,medium,24,1
4,0,Netherlands,hybrid,bootcamp,large,12,0
3,9,Germany,remote,bootcamp,small,13,1
10,3,Ukraine,hybrid,master,small,16,1
13,5,Ukraine,onsite,bootcamp,medium,16,1
9,8,UK,hybrid,bootcamp,small,20,1
7,10,USA,onsite,phd,medium,41,1
5,10,Spain,onsite,phd,large,48,1
5,1,Poland,hybrid,self-taught,large,27,0
7,10,Lithuania,hybrid,bachelor,medium,39,1
6,6,Ukraine,remote,phd,large,13,1
14,5,Germany,remote,self-taught,medium,4,1
9,1,Netherlands,hybrid,bootcamp,small,32,0
13,7,Poland,hybrid,self-taught,large,45,1
10,6,Spain,hybrid,self-taught,small,40,1
11,10,USA,hybrid,self-taught,small,34,1
9,4,Ukraine,onsite,self-taught,medium,39,1
12,4,Lithuania,hybrid,phd,large,43,1
7,6,Ukraine,hybrid,bachelor,large,17,0
13,8,Germany,hybrid,self-taught,small,24,1
1,10,Ukraine,hybrid,master,small,29,0
8,8,Ukraine,onsite,bootcamp,medium,46,1
0,8,Ukraine,remote,bootcamp,large,28,0
14,5,Netherlands,remote,bootcamp,medium,45,1
7,9,Netherlands,remote,bootcamp,medium,47,1
11,5,Poland,remote,bootcamp,medium,22,1
10,2,Poland,remote,self-taught,large,28,1
11,0,Lithuania,onsite,bachelor,medium,25,0
11,6,USA,remote,master,large,41,1
3,3,Spain,onsite,phd,medium,3,0
3,0,UK,onsite,master,small,13,0
4,7,USA,remote,phd,medium,31,1
7,5,USA,remote,phd,medium,13,1
4,5,USA,remote,master,large,41,1
7,1,UK,hybrid,self-taught,small,18,0
14,0,Lithuania,onsite,bootcamp,small,37,1
9,1,UK,remote,self-taught,large,43,1
0,3,Lithuania,hybrid,bootcamp,large,34,0
11,1,UK,onsite,bachelor,small,17,0
14,0,Spain,hybrid,phd,large,21,1
9,6,Ukraine,hybrid,master,small,36,1
8,10,USA,remote,bachelor,medium,40,1
5,10,Ukraine,onsite,bootcamp,medium,19,1
2,7,Lithuania,hybrid,self-taught,small,12,0
12,5,UK,onsite,master,small,28,1
13,3,Spain,remote,phd,medium,11,1
7,5,UK,onsite,bachelor,medium,48,0
8,2,Ukraine,hybrid,phd,small,37,0
5,7,Netherlands,hybrid,bootcamp,large,28,1
10,9,Spain,onsite,phd,large,35,1
6,1,USA,hybrid,self-taught,small,44,0
0,4,Germany,hybrid,bachelor,large,15,0
13,0,USA,hybrid,bachelor,medium,16,0
4,5,Germany,remote,self-taught,medium,45,0
4,1,Spain,remote,phd,large,7,0
9,3,Netherlands,hybrid,self-taught,small,47,0
13,5,Ukraine,onsite,master,medium,3,1
3,9,Netherlands,remote,self-taught,medium,31,1
5,10,Lithuania,onsite,phd,medium,12,1
6,7,Netherlands,hybrid,self-taught,large,8,1
8,7,Poland,hybrid,bootcamp,small,25,1
0,10,Spain,onsite,self-taught,large,44,1
14,5,Ukraine,remote,self-taught,small,35,1
5,3,Ukraine,onsite,phd,small,12,0
6,7,Lithuania,onsite,master,large,21,1
2,7,Ukraine,hybrid,master,medium,26,0
7,9,Netherlands,remote,phd,small,2,1
14,0,Spain,onsite,phd,large,14,1
4,3,USA,remote,phd,medium,46,0
14,3,Netherlands,hybrid,bootcamp,small,4,1
8,6,UK,remote,bachelor,small,17,1
4,10,Germany,hybrid,self-taught,medium,47,1
8,6,Spain,remote,phd,small,48,1
9,10,Ukraine,onsite,phd,large,5,1
3,7,Lithuania,hybrid,phd,small,24,1
8,10,USA,onsite,master,small,49,1
4,4,Poland,hybrid,phd,medium,7,0
9,6,USA,remote,self-taught,large,23,1
8,7,Netherlands,remote,phd,medium,47,1
2,8,Germany,hybrid,self-taught,large,17,0
14,2,USA,hybrid,bootcamp,medium,12,1
3,2,Poland,hybrid,bachelor,small,11,0
8,3,UK,remote,master,large,11,0
9,4,Lithuania,hybrid,self-taught,large,34,0
10,9,Spain,hybrid,bootcamp,small,47,1
5,0,Germany,onsite,bachelor,medium,37,0
1,6,Poland,hybrid,bachelor,large,29,0
6,8,Ukraine,onsite,bachelor,small,48,1
1,7,Netherlands,onsite,self-taught,small,36,1
10,4,Netherlands,onsite,bootcamp,large,27,0
1,3,Netherlands,remote,phd,large,42,0
10,6,Ukraine,onsite,bootcamp,large,22,1
0,4,Ukraine,hybrid,bootcamp,small,2,0
10,6,Germany,remote,bootcamp,medium,47,1
10,0,USA,remote,self-taught,medium,36,0
11,0,Germany,remote,self-taught,large,48,0
10,9,Netherlands,remote,self-taught,small,30,1
2,2,UK,remote,bootcamp,small,7,0
5,10,Poland,remote,self-taught,large,12,1
7,1,Spain,remote,bachelor,small,3,0
8,1,Spain,onsite,self-taught,small,17,0
6,6,Germany,hybrid,master,small,41,0
3,9,Netherlands,hybrid,self-taught,large,32,1
5,1,Ukraine,onsite,self-taught,large,8,0
4,10,Lithuania,onsite,self-taught,large,23,1
7,3,UK,remote,self-taught,medium,38,0
0,1,Germany,remote,master,medium,30,0
0,5,Netherlands,onsite,phd,large,15,0
12,7,USA,remote,self-taught,small,10,1
14,9,Spain,hybrid,bachelor,small,38,1
10,3,Spain,hybrid,master,large,15,1
5,4,UK,remote,phd,small,30,1
9,3,Spain,remote,self-taught,small,46,0
11,2,Lithuania,remote,phd,medium,26,1
1,4,Netherlands,hybrid,bachelor,small,45,0
4,8,Netherlands,remote,master,small,14,1
0,7,UK,onsite,master,large,3,0
6,7,Netherlands,remote,phd,medium,36,1
0,7,Ukraine,onsite,self-taught,medium,26,0
3,7,UK,remote,bootcamp,small,14,1
8,6,Netherlands,remote,master,large,31,1
0,7,Lithuania,hybrid,bootcamp,medium,14,0
3,10,Poland,onsite,master,medium,40,1
5,7,Germany,onsite,self-taught,small,10,1
5,7,Germany,onsite,self-taught,medium,9,1
11,9,Netherlands,hybrid,master,large,46,1
14,6,USA,onsite,phd,large,40,1
12,0,Spain,hybrid,self-taught,medium,43,1
7,3,Lithuania,remote,self-taught,large,42,1
0,3,USA,remote,bachelor,large,18,0
6,4,Ukraine,onsite,self-taught,small,36,0
0,9,USA,remote,bachelor,medium,36,1
12,5,Netherlands,remote,self-taught,medium,12,1
13,3,Lithuania,onsite,self-taught,small,40,1
6,1,Germany,remote,phd,small,3,0
2,5,Spain,onsite,phd,small,18,1
10,7,Germany,onsite,self-taught,small,7,1
7,7,USA,remote,master,large,31,1
2,6,Ukraine,remote,master,large,1,0
13,5,Spain,remote,self-taught,small,31,1
13,1,Poland,remote,master,medium,13,1
12,6,USA,remote,self-taught,medium,29,1
0,10,Germany,hybrid,phd,medium,3,0
12,4,Germany,remote,bootcamp,small,29,1
12,5,Netherlands,hybrid,bachelor,large,35,0
13,9,Germany,onsite,master,large,15,1
7,7,Lithuania,remote,master,large,21,1
2,7,USA,remote,phd,large,19,0
1,2,UK,remote,master,medium,28,0
0,6,UK,onsite,self-taught,medium,4,0
13,0,Ukraine,hybrid,self-taught,large,45,0
2,0,Spain,hybrid,bootcamp,small,13,0
14,6,Germany,remote,bootcamp,large,15,1
1,9,Netherlands,remote,bootcamp,large,48,0
1,8,Netherlands,remote,self-taught,small,39,0
5,6,Germany,remote,bootcamp,large,32,1
11,9,Lithuania,onsite,bootcamp,medium,3,1
0,4,Netherlands,remote,self-taught,small,30,0
1,7,UK,onsite,phd,small,20,0
13,1,Spain,remote,master,large,2,0
5,8,USA,hybrid,bachelor,medium,25,1
2,5,Poland,hybrid,self-taught,medium,11,0
14,8,Lithuania,remote,self-taught,medium,1,1
3,1,Ukraine,remote,bachelor,large,48,0
0,2,Ukraine,onsite,bachelor,large,49,0
7,7,Netherlands,remote,bootcamp,medium,48,1
12,0,USA,remote,bachelor,large,10,0
6,9,Poland,remote,master,medium,17,1
6,6,Ukraine,hybrid,master,large,30,1
2,6,Germany,onsite,master,small,35,0
9,0,Germany,hybrid,master,small,19,1
9,8,Spain,onsite,master,large,46,1
2,7,Poland,hybrid,bootcamp,large,34,0
13,3,Germany,remote,self-taught,medium,32,0
1,9,Ukraine,hybrid,bachelor,small,12,0
11,10,Germany,hybrid,self-taught,medium,43,1
0,4,UK,onsite,bachelor,large,17,0
6,1,Netherlands,onsite,bootcamp,medium,6,0
6,8,Ukraine,hybrid,bootcamp,medium,13,1
11,5,Ukraine,onsite,phd,large,39,1
1,2,Ukraine,onsite,phd,small,22,0
6,6,Spain,onsite,bootcamp,medium,11,0
12,8,USA,onsite,bootcamp,large,7,1
7,2,Ukraine,onsite,bachelor,medium,45,0
0,1,Germany,hybrid,bootcamp,large,45,0
8,6,UK,onsite,self-taught,large,21,1
6,6,Ukraine,remote,bachelor,large,1,1
2,3,Lithuania,hybrid,bootcamp,small,30,0
7,10,Lithuania,hybrid,bachelor,small,19,1
6,8,USA,hybrid,bachelor,large,47,1
10,7,Poland,onsite,master,small,46,1
14,0,Spain,remote,phd,medium,29,1
12,0,UK,onsite,bachelor,small,35,0
7,4,Netherlands,hybrid,bachelor,small,20,0
5,5,UK,hybrid,master,medium,36,1
8,2,Lithuania,hybrid,bootcamp,medium,39,0
14,8,Lithuania,hybrid,bachelor,medium,1,1
4,9,USA,onsite,master,large,23,1
2,5,Poland,remote,self-taught,medium,31,0
2,3,Poland,remote,master,medium,35,0
0,6,USA,hybrid,phd,medium,47,0
11,7,Ukraine,remote,phd,large,45,1
14,8,UK,hybrid,bootcamp,small,22,1
7,10,Lithuania,hybrid,bootcamp,large,46,1
1,5,UK,remote,phd,small,7,0
2,5,UK,hybrid,phd,medium,33,0
7,7,Spain,remote,bachelor,large,45,1
13,4,Lithuania,hybrid,phd,large,36,1
7,2,Poland,remote,bootcamp,small,44,0
13,2,Netherlands,hybrid,phd,large,7,1
10,5,UK,remote,bootcamp,large,27,1
3,1,Lithuania,hybrid,self-taught,small,2,0
3,5,UK,hybrid,phd,large,17,0
4,5,Spain,hybrid,bootcamp,large,1,0
5,7,Ukraine,remote,master,medium,46,0
4,6,Germany,onsite,bachelor,medium,30,1
13,7,Lithuania,hybrid,bootcamp,medium,22,1
14,8,USA,hybrid,phd,medium,28,1
6,5,Germany,remote,phd,medium,33,0
1,2,UK,hybrid,self-taught,large,26,0
6,9,USA,hybrid,master,large,35,1
9,2,USA,hybrid,bootcamp,medium,11,0
6,10,USA,hybrid,master,small,7,1
0,0,Lithuania,onsite,self-taught,medium,28,0
6,10,Poland,onsite,bachelor,large,25,1
4,4,UK,hybrid,master,small,41,0
2,3,Germany,hybrid,self-taught,medium,31,0
12,8,Spain,hybrid,bootcamp,small,3,1
2,8,Poland,onsite,bachelor,medium,33,0
3,4,UK,onsite,phd,large,34,0
12,9,Ukraine,remote,self-taught,medium,21,1
11,3,Ukraine,remote,phd,small,37,1
1,6,Lithuania,hybrid,bachelor,large,49,0
1,5,USA,hybrid,self-taught,medium,19,0
0,3,Spain,onsite,self-taught,medium,37,0
14,9,UK,hybrid,bachelor,medium,21,1
4,1,Germany,hybrid,bootcamp,medium,14,0
3,0,UK,onsite,self-taught,large,10,0
10,3,Poland,onsite,bachelor,large,7,0
9,3,Ukraine,onsite,master,medium,29,1
14,0,Netherlands,onsite,phd,large,40,1
1,5,Poland,remote,self-taught,small,8,0
2,3,UK,onsite,master,large,39,0
6,0,Spain,onsite,self-taught,small,13,0
6,0,UK,hybrid,bootcamp,small,46,0
11,0,UK,hybrid,bachelor,large,19,1
3,7,Lithuania,hybrid,self-taught,medium,11,0
4,9,Germany,remote,bachelor,large,2,1
4,7,Spain,onsite,self-taught,small,49,0
5,1,UK,onsite,bootcamp,small,6,0
13,10,USA,remote,bootcamp,large,29,1
8,6,Germany,onsite,master,small,41,1
1,7,Poland,hybrid,bootcamp,large,5,0
4,7,Spain,remote,bachelor,large,41,1
11,10,Poland,onsite,bootcamp,medium,30,1
2,9,Ukraine,remote,self-taught,small,39,1
3,10,UK,remote,bootcamp,large,36,1
9,6,Poland,onsite,bachelor,small,27,1
5,4,Poland,hybrid,self-taught,large,18,0
11,0,Lithuania,onsite,master,large,49,0
7,8,Poland,onsite,master,medium,36,1
0,6,USA,hybrid,master,large,16,0
9,1,USA,onsite,self-taught,medium,5,0
13,5,Germany,onsite,master,small,9,1
7,1,UK,onsite,bootcamp,medium,34,0
10,0,Netherlands,remote,self-taught,medium,34,0
13,6,Ukraine,remote,self-taught,small,36,1
6,1,Poland,remote,self-taught,medium,31,0
0,1,Poland,onsite,phd,medium,20,0
1,10,Spain,hybrid,bachelor,large,17,1
2,4,Lithuania,remote,phd,medium,20,0
0,4,Netherlands,hybrid,phd,large,28,0
13,6,Germany,onsite,phd,medium,21,1
8,0,Ukraine,remote,bachelor,small,19,0
7,7,Netherlands,onsite,phd,small,3,1
1,2,Poland,hybrid,master,medium,30,0
12,3,Spain,remote,self-taught,large,5,1
8,8,UK,remote,self-taught,medium,42,1
6,3,Lithuania,remote,bootcamp,large,6,0
8,9,UK,remote,master,medium,3,1
5,4,Germany,hybrid,bachelor,small,49,0
5,6,Netherlands,remote,self-taught,small,42,0
10,3,Germany,onsite,phd,large,24,0
13,0,Poland,remote,bootcamp,medium,44,0
3,8,Germany,hybrid,bootcamp,large,1,1
9,3,UK,remote,self-taught,small,36,0
9,8,Spain,hybrid,master,large,15,1
12,5,Germany,hybrid,bootcamp,medium,41,0
12,0,USA,onsite,self-taught,large,38,0
1,2,Spain,remote,master,medium,44,0
6,10,Netherlands,remote,self-taught,medium,18,1
4,1,Lithuania,remote,self-taught,small,23,0
10,8,Lithuania,onsite,master,medium,47,1
5,0,Poland,onsite,master,medium,29,0
1,8,Poland,hybrid,master,medium,41,0
4,8,USA,hybrid,self-taught,large,22,0
9,7,Netherlands,hybrid,bootcamp,small,24,1
3,7,UK,onsite,bachelor,large,45,0
8,10,Lithuania,onsite,bachelor,large,48,1
5,0,Lithuania,onsite,self-taught,small,13,0
1,10,Lithuania,hybrid,self-taught,large,33,0
0,7,UK,onsite,bootcamp,large,22,0
4,9,Lithuania,hybrid,master,medium,35,1
8,2,Germany,hybrid,self-taught,large,17,0
5,10,Netherlands,remote,phd,small,22,1
9,6,Spain,remote,master,large,5,1
11,10,Spain,remote,self-taught,medium,25,1
6,0,USA,hybrid,phd,large,6,0
4,0,Germany,remote,bootcamp,small,17,0
9,9,Lithuania,remote,phd,medium,31,1
5,4,Lithuania,remote,self-taught,large,17,0
4,4,Poland,onsite,bachelor,small,33,0
10,7,Poland,hybrid,self-taught,small,39,1
8,6,USA,remote,bachelor,large,48,1
14,7,Lithuania,onsite,bootcamp,large,37,1
5,5,USA,onsite,bootcamp,medium,48,0
10,5,Germany,onsite,master,large,4,1
7,1,Spain,remote,master,medium,43,0
1,5,Lithuania,onsite,bachelor,large,14,0
11,4,Netherlands,hybrid,bachelor,small,13,1
12,2,UK,onsite,bootcamp,small,27,1
8,5,Germany,onsite,phd,small,24,1
4,7,Lithuania,onsite,bachelor,small,27,1
6,8,UK,onsite,bachelor,medium,8,1
9,0,Netherlands,hybrid,phd,small,47,0
12,2,Poland,remote,master,medium,39,1
0,2,USA,hybrid,master,medium,21,0
9,10,Poland,hybrid,bachelor,medium,41,1
4,7,Spain,remote,master,large,11,0
11,0,Poland,onsite,master,medium,31,0
13,4,Lithuania,remote,master,large,27,1
9,2,Netherlands,remote,bootcamp,medium,42,0
13,1,Poland,hybrid,self-taught,large,46,0
1,7,Lithuania,remote,bachelor,large,48,0
11,2,Spain,onsite,bachelor,small,27,0
5,6,UK,hybrid,bootcamp,medium,8,0
10,10,Netherlands,onsite,self-taught,large,33,1
0,0,Poland,hybrid,self-taught,small,12,0
2,5,USA,onsite,bootcamp,medium,35,0
4,2,USA,remote,phd,small,34,0
3,7,Netherlands,remote,phd,large,16,0
2,5,USA,remote,self-taught,small,36,0
9,1,Poland,onsite,phd,small,2,0
12,5,Poland,hybrid,phd,medium,12,1
4,6,Netherlands,hybrid,phd,large,27,1
10,4,Poland,hybrid,self-taught,medium,17,0
7,2,UK,remote,phd,medium,20,0
10,3,Lithuania,onsite,bachelor,small,21,0
3,3,Spain,hybrid,self-taught,large,30,0
0,5,UK,onsite,bootcamp,medium,42,0
